workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
40,7644,free_class_elicitation,17,negative,negative,Alexander is visiting a friend and sees their pet mouse.,mouse,small,animals,0.5146914720535278
40,9202,free_class_elicitation,18,positive,neither-nor,Josh steps outside during dusk.,dusk,light,times,0.21884584426879883
41,103172,free_class_elicitation,1,negative,positive,Tom steps outside on a day in Summer.,Summer,cold,days,
41,16544,free_class_elicitation,2,positive,negative,Stephen steps outside during the evening.,the evening,light,evenings,
41,14525,free_class_elicitation,3,positive,negative,The mailman drops off an envelope for Anthony. Anthony picks it up.,envelope,heavy,envelopes,0.7296762466430664
41,46230,free_class_elicitation,4,negative,neither-nor,David is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,meats,0.6213933825492859
41,50705,free_class_elicitation,5,negative,neither-nor,Laura is at the zoo watching an eel travel.,eel,slow,marine animals at the zoo,
41,24494,free_class_elicitation,6,negative,negative,Stephanie is helping a friend move and picks up a piece of clothing.,piece of clothing,light,pieces of clothing,
41,32825,free_class_elicitation,7,positive,neither-nor,Greg is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,viewing options on Netflix,
41,44275,free_class_elicitation,8,positive,positive,Cameron lifts up an adult named Allen.,adult,heavy,people he has lifted,
41,62421,free_class_elicitation,9,positive,positive,Gary is walking outside and hears the cry of a rooster.,rooster,loud,ambient noises,
41,24316,free_class_elicitation,10,positive,neither-nor,Eric sees a monkey at the zoo.,monkey,tall,monkeys,0.726420521736145
41,20260,free_class_elicitation,11,negative,negative,Natalia is looking for a place to live and checks out an apartment.,apartment,small,apartments,0.7545885443687439
41,25354,free_class_elicitation,12,positive,negative,Jennifer sees a child named Pat.,child,tall,children,0.8553194999694824
41,59130,free_class_elicitation,13,negative,neither-nor,Alicia hears somebody playing the piano.,piano,quiet,live musical performances,
41,14671,free_class_elicitation,14,negative,positive,Melinda sees a basketball player.,basketball player,short,basketball players,
41,22613,free_class_elicitation,15,negative,negative,Daniel is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,objects of similar size,
41,16357,free_class_elicitation,16,positive,positive,Jasmine is visiting a friend and sees their pet dog.,dog,large,dog breeds,
41,33132,free_class_elicitation,17,negative,positive,Sophie is sitting in a gymnasium.,gymnasium,quiet,times she has been in the gymnasium,
41,42294,free_class_elicitation,18,positive,neither-nor,The waitress brings Lee his food at the diner. Lee takes the first bite of his fruit.,fruit,warm,fruits,0.8687760829925537
42,22882,free_class_elicitation,1,positive,negative,The mailman drops off an envelope for Angela. Angela picks it up.,envelope,heavy,envelopes,0.7296762466430664
42,11418,free_class_elicitation,2,negative,negative,Julia is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,Tv shows,
42,15064,free_class_elicitation,3,positive,positive,Melinda is working in the machine shop and picks up a piece of steel.,steel,heavy,pieces of steel,
42,20442,free_class_elicitation,4,positive,neither-nor,The waitress brings Kathleen her food at the diner. Kathleen takes the first bite of her fruit.,fruit,warm,fruit,1.0
42,17742,free_class_elicitation,5,negative,negative,Natalia is visiting a friend and sees their pet mouse.,mouse,small,mice,0.6706715226173401
42,27524,free_class_elicitation,6,negative,neither-nor,Daniel steps outside during dusk.,dusk,dark,times,0.21884584426879883
42,12219,free_class_elicitation,7,negative,positive,Tom is at the zoo watching a snake travel.,snake,slow,animals,0.49764129519462585
42,9365,free_class_elicitation,8,positive,negative,Josh is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
42,4863,free_class_elicitation,9,positive,positive,Gary takes a first sip from a cup of coffee.,coffee,hot,drinks,0.7287518978118896
42,9535,free_class_elicitation,10,negative,neither-nor,Eric is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
42,11780,free_class_elicitation,11,positive,negative,Michael sees a child named Pat.,child,tall,Children,
42,7913,free_class_elicitation,12,negative,positive,Charles sees a giraffe at the zoo.,giraffe,short,giraffes,0.628443717956543
42,6447,free_class_elicitation,13,negative,neither-nor,Greg looks at the price of a bottle of wine.,bottle of wine,cheap,wine,
42,8632,free_class_elicitation,14,positive,neither-nor,Tanya sees a baseball player.,baseball player,tall,baseball players,
42,22515,free_class_elicitation,15,negative,negative,Kim is walking outside and hears the cry of a hummingbird.,hummingbird,quiet,birds,0.3009658455848694
42,9862,free_class_elicitation,16,positive,neither-nor,Stephanie is helping a friend move and picks up a box.,box,heavy,boxes,0.730573832988739
42,6400,free_class_elicitation,17,positive,positive,Laura lifts up an adult named Allen.,adult,heavy,people,0.46134981513023376
42,10680,free_class_elicitation,18,negative,positive,Alicia is at the butchershop and looks at the price of a piece of steak.,steak,cheap,pieces of steak,
43,19294,free_class_elicitation,1,positive,negative,Kathleen lifts up a baby named Allen.,baby,heavy,babies,0.7870863676071167
43,39039,free_class_elicitation,2,negative,positive,Angela is walking outside and hears the cry of a rooster.,rooster,quiet,places or towns,
43,18359,free_class_elicitation,3,positive,positive,Anthony steps outside on a day in Summer.,Summer,warm,areas,
43,14632,free_class_elicitation,4,positive,neither-nor,Tom is looking for a place to live and checks out a townhouse.,townhouse,large,apartments and housing,
43,16183,free_class_elicitation,5,negative,negative,Gary is helping a friend move and picks up a piece of clothing.,piece of clothing,light,items that are being moved,
43,20680,free_class_elicitation,6,negative,neither-nor,Robert takes a first sip from a cup of tea.,tea,cold,brewed beverages,
43,16968,free_class_elicitation,7,negative,negative,Charles steps outside during the evening.,the evening,dark,times of the day,
43,15520,free_class_elicitation,8,negative,positive,Gabriel hears somebody playing the drums.,drums,quiet,noises that could be present,
43,7847,free_class_elicitation,9,positive,negative,Monica is sitting in a library.,library,loud,libraries,0.7932377457618713
43,9647,free_class_elicitation,10,negative,negative,Kim is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,shows,
43,16960,free_class_elicitation,11,negative,neither-nor,Simon is working in the machine shop and picks up a piece of plastic.,plastic,light,pieces of machinery,
43,19001,free_class_elicitation,12,positive,negative,Kim sees a jockey.,jockey,tall,jockeys normally,
43,28630,free_class_elicitation,13,positive,neither-nor,David is at the zoo watching an eel travel.,eel,fast,animals in the enclosure,
43,15015,free_class_elicitation,14,positive,neither-nor,John is at the butchershop and looks at the price of a piece of chicken.,chicken,expensive,pieces of meat,
43,9522,free_class_elicitation,15,negative,neither-nor,Laura looks at the price of a bottle of wine.,bottle of wine,cheap,wines,
43,15591,free_class_elicitation,16,positive,positive,The mailman drops off a box for Natalia. Natalia picks it up.,box,heavy,pieces of mail,
43,9175,free_class_elicitation,17,positive,positive,Jennifer sees a giraffe at the zoo.,giraffe,tall,animals at the zoo,
43,17424,free_class_elicitation,18,negative,positive,Sophie is visiting a friend and sees their pet dog.,dog,small,dogs and pets,
44,10871,free_class_elicitation,1,positive,negative,Sophie is sitting in a library.,library,loud,libraries,0.7932377457618713
44,11408,free_class_elicitation,2,positive,neither-nor,Charles sees a baseball player.,baseball player,tall,men,
44,17083,free_class_elicitation,3,negative,negative,Michelle sees a penguin at the zoo.,penguin,short,animals,0.24088796973228455
44,19848,free_class_elicitation,4,positive,neither-nor,Stephanie is working in the machine shop and picks up a piece of plastic.,plastic,heavy,pieces of plastic,
44,23579,free_class_elicitation,5,positive,positive,Maya lifts up an adult named Allen.,adult,heavy,humans,0.44760048389434814
44,11760,free_class_elicitation,6,positive,neither-nor,Simon is walking outside and hears the cry of a parrot.,parrot,loud,birds,0.4827500581741333
44,8912,free_class_elicitation,7,negative,neither-nor,Daniel is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,meats,0.6213933825492859
44,9378,free_class_elicitation,8,negative,negative,Greg looks at the price of a box of wine.,box of wine,cheap,wines,
44,19674,free_class_elicitation,9,negative,positive,Claire is looking for a place to live and checks out a villa.,villa,small,houses,0.3887690305709839
44,15570,free_class_elicitation,10,negative,negative,Veronica is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,tv shows,
44,18794,free_class_elicitation,11,negative,positive,Alexander hears somebody playing the drums.,drums,quiet,drum sets,
44,12797,free_class_elicitation,12,negative,positive,Natalia takes a first sip from a cup of coffee.,coffee,cold,cups of coffee,
44,11173,free_class_elicitation,13,positive,negative,Laura is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
44,6748,free_class_elicitation,14,negative,neither-nor,Anthony sees a teenager named Pat.,teenager,short,teenagers,0.6246643662452698
44,11315,free_class_elicitation,15,positive,negative,Alicia steps outside during the evening.,the evening,light,evenings,
44,21609,free_class_elicitation,16,positive,positive,Gary steps outside on a day in Summer.,Summer,warm,locations,
44,10338,free_class_elicitation,17,positive,positive,The mailman drops off a box for Monica. Monica picks it up.,box,heavy,packages,0.4686795771121979
44,13908,free_class_elicitation,18,negative,neither-nor,Jennifer is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
45,16347,free_class_elicitation,1,negative,negative,Jasmine lifts up a baby named Allen.,baby,light,babies,0.7870863676071167
45,11608,free_class_elicitation,2,positive,positive,Michael is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,objects,
45,24575,free_class_elicitation,3,negative,neither-nor,Gary is looking for a place to live and checks out a townhouse.,townhouse,small,homes,0.39048904180526733
45,9520,free_class_elicitation,4,positive,positive,Kim sees an adult named Pat.,adult,tall,people,0.46134981513023376
45,11936,free_class_elicitation,5,positive,neither-nor,William is sitting in a classroom.,classroom,loud,places,0.38138556480407715
45,42715,free_class_elicitation,6,positive,negative,Greg is at the butchershop and looks at the price of a piece of pork.,pork,expensive,other  meat,
45,18888,free_class_elicitation,7,negative,neither-nor,Melinda hears somebody playing the piano.,piano,quiet,sound,0.5006181001663208
45,9904,free_class_elicitation,8,negative,negative,Cameron sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
45,21543,free_class_elicitation,9,positive,negative,John sees a jockey.,jockey,tall,jockeys ,
45,27281,free_class_elicitation,10,negative,negative,Gabriel takes a first sip from a cup of water.,water,cold,drinks,0.48012620210647583
45,14640,free_class_elicitation,11,positive,neither-nor,The waitress brings Jennifer her food at the diner. Jennifer takes the first bite of her fruit.,fruit,warm,food,0.573560357093811
45,8936,free_class_elicitation,12,negative,positive,David is visiting a friend and sees their pet dog.,dog,small,dogs,0.8344309329986572
45,14432,free_class_elicitation,13,positive,positive,Josh steps outside during the morning.,the morning,light,times of day,
45,12736,free_class_elicitation,14,negative,neither-nor,Lucas is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,videos,0.5889490246772766
45,28150,free_class_elicitation,15,positive,negative,Maya steps outside on a day in Winter.,Winter,warm,winter days,
45,17385,free_class_elicitation,16,negative,positive,Anthony looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,high end liquor,
45,39872,free_class_elicitation,17,negative,positive,Simon is at the zoo watching a snake travel.,snake,slow,animals,0.49764129519462585
45,11264,free_class_elicitation,18,positive,neither-nor,The mailman drops off a package for Tanya. Tanya picks it up.,package,heavy,objects,0.20214365422725677
46,29261,free_class_elicitation,1,positive,positive,Michael steps outside on a day in Summer.,Summer,warm,places,
46,8277,free_class_elicitation,2,negative,positive,Kim is looking for a place to live and checks out a villa.,villa,small,things,0.13003039360046387
46,8365,free_class_elicitation,3,negative,neither-nor,Angela is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,products ,
46,10455,free_class_elicitation,4,negative,negative,Josh lifts up a baby named Allen.,baby,light,people,0.44789233803749084
46,6323,free_class_elicitation,5,negative,neither-nor,Natalia is walking outside and hears the cry of a parrot.,parrot,quiet,places ,
46,7988,free_class_elicitation,6,positive,negative,The mailman drops off an envelope for Monica. Monica picks it up.,envelope,heavy,items ,
46,138986,free_class_elicitation,7,positive,neither-nor,Eric is sitting in a classroom.,classroom,loud,places ,
46,107092,free_class_elicitation,8,positive,neither-nor,Julia is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,documentaries ,
46,10393,free_class_elicitation,9,negative,positive,Laura is helping a friend move and picks up a piece of furniture.,piece of furniture,light,furniture ,
46,9034,free_class_elicitation,10,positive,positive,Claire steps outside during the morning.,the morning,light,places ,
46,12921,free_class_elicitation,11,positive,negative,Alexander hears somebody playing the violin.,violin,loud,instruments ,
46,12550,free_class_elicitation,12,positive,positive,Melinda looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,liquors ,
46,11168,free_class_elicitation,13,positive,neither-nor,Cameron sees a monkey at the zoo.,monkey,tall,monkies ,
46,7376,free_class_elicitation,14,negative,neither-nor,John takes a first sip from a cup of tea.,tea,cold,teas ,
46,14969,free_class_elicitation,15,negative,negative,Kim sees a jockey.,jockey,short,jockies  ,
46,33756,free_class_elicitation,16,positive,negative,Lee sees a child named Pat.,child,tall,children ,
46,22760,free_class_elicitation,17,negative,negative,The waitress brings Gabriel his food at the diner. Gabriel takes the first bite of his ice cream.,ice cream,cold,foods ,
46,9915,free_class_elicitation,18,negative,positive,Stephen is at the zoo watching a snake travel.,snake,slow,snakes ,
47,18287,free_class_elicitation,1,positive,positive,Anthony is visiting a friend and sees their pet dog.,dog,large,dogs,0.8344309329986572
47,17080,free_class_elicitation,2,negative,neither-nor,The waitress brings Tom his food at the diner. Tom takes the first bite of his fruit.,fruit,cold,fruit,1.0
47,10728,free_class_elicitation,3,positive,positive,William is sitting in a gymnasium.,gymnasium,loud,gymnasiums,0.6030492186546326
47,12953,free_class_elicitation,4,positive,negative,Julia is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
47,15305,free_class_elicitation,5,positive,positive,Stephen is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,furniture,
47,24506,free_class_elicitation,6,negative,positive,Eric takes a first sip from a cup of coffee.,coffee,cold,cups of coffee,
47,22953,free_class_elicitation,7,positive,negative,Charles is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,pieces of Styrofoam,
47,13032,free_class_elicitation,8,negative,negative,Simon hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
47,10737,free_class_elicitation,9,negative,positive,Alexander sees a basketball player.,basketball player,short,basketball players,
47,6552,free_class_elicitation,10,negative,neither-nor,John is at the zoo watching an eel travel.,eel,slow,eels,0.619676411151886
47,10296,free_class_elicitation,11,positive,neither-nor,Monica is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,documentaries,0.7954923510551453
47,15593,free_class_elicitation,12,positive,neither-nor,Greg steps outside on a day in Fall.,Fall,warm,days,
47,7080,free_class_elicitation,13,negative,negative,David lifts up a baby named Allen.,baby,light,babies,0.7870863676071167
47,10609,free_class_elicitation,14,negative,neither-nor,Kim steps outside during dusk.,dusk,dark,times of the day,
47,9528,free_class_elicitation,15,positive,neither-nor,The mailman drops off a package for Laura. Laura picks it up.,package,heavy,packages,0.7980517745018005
47,10456,free_class_elicitation,16,negative,positive,Jennifer is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
47,14288,free_class_elicitation,17,negative,negative,Cameron is at the butchershop and looks at the price of a piece of pork.,pork,cheap,pieces of pork,
47,8296,free_class_elicitation,18,positive,negative,Tanya looks at the price of a box of wine.,box of wine,expensive,boxes of wine,
48,10182,free_class_elicitation,1,positive,neither-nor,Jasmine is helping a friend move and picks up a box.,box,heavy,boxes,0.730573832988739
48,11711,free_class_elicitation,2,positive,positive,Daniel sees a giraffe at the zoo.,giraffe,tall,animals,0.31947097182273865
48,8287,free_class_elicitation,3,positive,neither-nor,Anthony lifts up a kid named Allen.,kid,heavy,kids,0.7564833760261536
48,13064,free_class_elicitation,4,negative,neither-nor,Veronica is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
48,12313,free_class_elicitation,5,positive,negative,Julia is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
48,9096,free_class_elicitation,6,negative,neither-nor,Stephen sees a baseball player.,baseball player,short,baseball players,
48,11999,free_class_elicitation,7,negative,positive,Charles steps outside during the morning.,the morning,dark,mornings,
48,6480,free_class_elicitation,8,negative,positive,Kim is visiting a friend and sees their pet dog.,dog,small,dogs,0.8344309329986572
48,14647,free_class_elicitation,9,positive,negative,Gabriel is walking outside and hears the cry of a hummingbird.,hummingbird,loud,hummingbirds,0.5391594171524048
48,9399,free_class_elicitation,10,positive,positive,Kathleen is sitting in a gymnasium.,gymnasium,loud,gyms,0.4480839967727661
48,8344,free_class_elicitation,11,positive,negative,Michelle sees a child named Pat.,child,tall,children,0.8553194999694824
48,7160,free_class_elicitation,12,positive,neither-nor,David hears somebody playing the piano.,piano,loud,pianos,0.6042563319206238
48,10560,free_class_elicitation,13,positive,positive,Monica takes a first sip from a cup of coffee.,coffee,hot,cups of coffee,
48,6808,free_class_elicitation,14,negative,neither-nor,The waitress brings Laura her food at the diner. Laura takes the first bite of her fruit.,fruit,cold,fruit,1.0
48,7271,free_class_elicitation,15,negative,positive,Alexander is working in the machine shop and picks up a piece of steel.,steel,light,steel,0.9999999403953552
48,6359,free_class_elicitation,16,negative,negative,Claire is at the butchershop and looks at the price of a piece of pork.,pork,cheap,pork,1.0
48,10640,free_class_elicitation,17,negative,negative,John steps outside on a day in Winter.,Winter,cold,winter days,
48,10999,free_class_elicitation,18,negative,negative,The mailman drops off an envelope for Jennifer. Jennifer picks it up.,envelope,light,envelopes,0.7296762466430664
49,9953,free_class_elicitation,1,positive,positive,Kim steps outside during the morning.,the morning,light,places,
49,10506,free_class_elicitation,2,negative,negative,John is at the butchershop and looks at the price of a piece of pork.,pork,cheap,items,0.38527098298072815
49,9513,free_class_elicitation,3,negative,positive,Melinda is walking outside and hears the cry of a rooster.,rooster,quiet,sounds,0.13197335600852966
49,11106,free_class_elicitation,4,positive,neither-nor,Greg looks at the price of a bottle of wine.,bottle of wine,expensive,prices,
49,11586,free_class_elicitation,5,positive,negative,Veronica is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,styrofoam,1.0
49,11381,free_class_elicitation,6,negative,neither-nor,Stephanie takes a first sip from a cup of tea.,tea,cold,cups of tea,
49,9344,free_class_elicitation,7,negative,neither-nor,Cameron steps outside on a day in Fall.,Fall,cold,seasons,
49,7829,free_class_elicitation,8,negative,negative,Laura is looking for a place to live and checks out an apartment.,apartment,small,aoartnebts,
49,10410,free_class_elicitation,9,positive,neither-nor,Alexander sees a teenager named Pat.,teenager,tall,people,0.319158136844635
49,10312,free_class_elicitation,10,positive,negative,Alicia is sitting in a library.,library,loud,libraries,0.7932377457618713
49,7964,free_class_elicitation,11,negative,negative,Jasmine is at the zoo watching a slug travel.,slug,slow,slugs,0.5862656235694885
49,9776,free_class_elicitation,12,negative,neither-nor,Gabriel is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,durations,-0.048885051161050797
49,7558,free_class_elicitation,13,positive,positive,Maya sees a basketball player.,basketball player,tall,basketball players,
49,8338,free_class_elicitation,14,negative,positive,Sophie hears somebody playing the drums.,drums,quiet,instruments,0.5597385168075562
49,10388,free_class_elicitation,15,positive,negative,The mailman drops off an envelope for Eric. Eric picks it up.,envelope,heavy,envelopes,0.7296762466430664
49,14333,free_class_elicitation,16,negative,positive,The waitress brings Claire her food at the diner. Claire takes the first bite of her burger.,burger,cold,foods,0.5431130528450012
49,11284,free_class_elicitation,17,positive,positive,Tom sees a giraffe at the zoo.,giraffe,tall,the others,
49,7176,free_class_elicitation,18,positive,neither-nor,Robert lifts up a kid named Allen.,kid,heavy,kids,0.7564833760261536
50,20103,free_class_elicitation,1,negative,negative,John lifts up a baby named Allen.,baby,light,babies,0.7870863676071167
50,10976,free_class_elicitation,2,negative,positive,Charles is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
50,7304,free_class_elicitation,3,negative,neither-nor,Tom sees a monkey at the zoo.,monkey,short,monkeys,0.726420521736145
50,17408,free_class_elicitation,4,positive,neither-nor,The waitress brings Mika her food at the diner. Mika takes the first bite of her fruit.,fruit,warm,fruit,1.0
50,13040,free_class_elicitation,5,negative,negative,Michelle looks at the price of a box of wine.,box of wine,cheap,wine,
50,9736,free_class_elicitation,6,positive,negative,Claire takes a first sip from a cup of water.,water,hot,cups of water,
50,6352,free_class_elicitation,7,negative,neither-nor,Laura is visiting a friend and sees their pet cat.,cat,small,cats,0.7323004007339478
50,5312,free_class_elicitation,8,positive,neither-nor,Robert sees a teenager named Pat.,teenager,tall,teenagers,0.6246643662452698
50,7952,free_class_elicitation,9,positive,positive,Eric is at the zoo watching a snake travel.,snake,fast,animals,0.49764129519462585
50,8128,free_class_elicitation,10,positive,neither-nor,William hears somebody playing the piano.,piano,loud,live music,
50,4879,free_class_elicitation,11,negative,positive,The mailman drops off a box for Daniel. Daniel picks it up.,box,light,boxes,0.730573832988739
50,9208,free_class_elicitation,12,negative,neither-nor,Alicia is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,cuts of meat,
50,9384,free_class_elicitation,13,positive,negative,Tanya is walking outside and hears the cry of a hummingbird.,hummingbird,loud,birds,0.3009658455848694
50,14856,free_class_elicitation,14,positive,positive,Natalia steps outside during the morning.,the morning,light,mornings,
50,9456,free_class_elicitation,15,positive,negative,Melinda is sitting in a library.,library,loud,libraries,0.7932377457618713
50,20360,free_class_elicitation,16,negative,negative,Maya is helping a friend move and picks up a piece of clothing.,piece of clothing,light,pieces of clothing,
50,7192,free_class_elicitation,17,positive,positive,Stephanie steps outside on a day in Summer.,Summer,warm,days outside,
50,5712,free_class_elicitation,18,negative,positive,Jennifer sees a basketball player.,basketball player,short,basketball players,
51,8029,free_class_elicitation,1,negative,negative,Claire sees a child named Pat.,child,short,guys,0.3890349268913269
51,7748,free_class_elicitation,2,negative,positive,Maya sees a basketball player.,basketball player,short,baseball players,
51,8014,free_class_elicitation,3,negative,neither-nor,Greg is walking outside and hears the cry of a parrot.,parrot,quiet,birds,0.4827500581741333
51,6834,free_class_elicitation,4,negative,positive,Gary is at the butchershop and looks at the price of a piece of steak.,steak,cheap,steaks,0.8130353093147278
51,38794,free_class_elicitation,5,negative,neither-nor,The waitress brings Jasmine her food at the diner. Jasmine takes the first bite of her fruit.,fruit,cold,pieces of fruit,
51,6560,free_class_elicitation,6,negative,neither-nor,David is looking for a place to live and checks out a townhouse.,townhouse,small,townhouses,0.6502399444580078
51,7573,free_class_elicitation,7,positive,positive,The mailman drops off a box for Josh. Josh picks it up.,box,heavy,packages,0.4686795771121979
51,5076,free_class_elicitation,8,positive,positive,Gabriel is sitting in a gymnasium.,gymnasium,loud,places,0.15774831175804138
51,7453,free_class_elicitation,9,positive,negative,Mika is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,materials,0.2321852147579193
51,14140,free_class_elicitation,10,negative,negative,Jennifer is helping a friend move and picks up a piece of clothing.,piece of clothing,light,pieces of clothing,
51,4441,free_class_elicitation,11,positive,negative,Michelle looks at the price of a box of wine.,box of wine,expensive,wines,
51,8727,free_class_elicitation,12,positive,positive,Lucas takes a first sip from a cup of coffee.,coffee,hot,coffees ,
51,14370,free_class_elicitation,13,positive,neither-nor,Julia is at the zoo watching an eel travel.,eel,fast,fish,0.41933712363243103
51,5832,free_class_elicitation,14,negative,positive,Tanya lifts up an adult named Allen.,adult,light,guys,0.3315293788909912
51,7422,free_class_elicitation,15,positive,neither-nor,Kathleen steps outside on a day in Fall.,Fall,warm,fall days,
51,6554,free_class_elicitation,16,negative,negative,William hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
51,6150,free_class_elicitation,17,positive,neither-nor,Stephanie sees a monkey at the zoo.,monkey,tall,monkeys,0.726420521736145
51,4092,free_class_elicitation,18,positive,negative,Monica is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
52,12160,free_class_elicitation,1,negative,positive,Josh hears somebody playing the drums.,drums,quiet,drums,1.0
52,5351,free_class_elicitation,2,negative,negative,Simon is at the zoo watching a slug travel.,slug,slow,animals,0.09944688528776169
52,5541,free_class_elicitation,3,negative,neither-nor,John is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
52,4996,free_class_elicitation,4,positive,positive,Daniel takes a first sip from a cup of coffee.,coffee,hot,coffee,1.0
52,5566,free_class_elicitation,5,positive,negative,Sophie is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
52,5851,free_class_elicitation,6,positive,neither-nor,The mailman drops off a package for Lucas. Lucas picks it up.,package,heavy,packages,0.7980517745018005
52,6009,free_class_elicitation,7,negative,negative,Monica steps outside during the evening.,the evening,dark,evenings,
52,7708,free_class_elicitation,8,negative,neither-nor,Charles looks at the price of a bottle of wine.,bottle of wine,cheap,bottles of wine,
52,5903,free_class_elicitation,9,positive,neither-nor,The waitress brings Jasmine her food at the diner. Jasmine takes the first bite of her fruit.,fruit,warm,fruit,1.0
52,4683,free_class_elicitation,10,negative,negative,Jennifer sees a jockey.,jockey,short,jockeys,0.723548948764801
52,7174,free_class_elicitation,11,negative,neither-nor,Stephen is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
52,6371,free_class_elicitation,12,positive,negative,Angela is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
52,5143,free_class_elicitation,13,positive,negative,David is at the butchershop and looks at the price of a piece of pork.,pork,expensive,pork,1.0
52,4585,free_class_elicitation,14,positive,positive,Gary is working in the machine shop and picks up a piece of steel.,steel,heavy,steel,0.9999999403953552
52,3647,free_class_elicitation,15,positive,neither-nor,William is helping a friend move and picks up a box.,box,heavy,boxes,0.730573832988739
52,6559,free_class_elicitation,16,positive,positive,Claire sees an adult named Pat.,adult,tall,adults,0.7610254883766174
52,4895,free_class_elicitation,17,negative,positive,Veronica lifts up an adult named Allen.,adult,light,adults,0.7610254883766174
52,8218,free_class_elicitation,18,negative,positive,Laura sees a giraffe at the zoo.,giraffe,short,giraffes,0.628443717956543
53,15492,free_class_elicitation,1,negative,neither-nor,Mika is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,pieces of chicken.,
53,11407,free_class_elicitation,2,positive,neither-nor,The mailman drops off a package for Anthony. Anthony picks it up.,package,heavy,items,0.5562211871147156
53,4304,free_class_elicitation,3,positive,positive,Julia sees a giraffe at the zoo.,giraffe,tall,animals,0.31947097182273865
53,13434,free_class_elicitation,4,negative,negative,Kim hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
53,7185,free_class_elicitation,5,positive,neither-nor,Stephen lifts up a kid named Allen.,kid,heavy,people,0.39091283082962036
53,8846,free_class_elicitation,6,negative,positive,Cameron is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
53,6950,free_class_elicitation,7,positive,positive,Simon is walking outside and hears the cry of a rooster.,rooster,loud,sounds,0.13197335600852966
53,8650,free_class_elicitation,8,positive,negative,Stephanie is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
53,6590,free_class_elicitation,9,negative,positive,John steps outside during the morning.,the morning,dark,mornings,
53,4907,free_class_elicitation,10,positive,positive,Michelle sees a basketball player.,basketball player,tall,people,
53,11372,free_class_elicitation,11,negative,neither-nor,The waitress brings Daniel his food at the diner. Daniel takes the first bite of his fruit.,fruit,cold,food,0.573560357093811
53,11702,free_class_elicitation,12,positive,neither-nor,Veronica is sitting in a classroom.,classroom,loud,sounds,0.25289249420166016
53,7461,free_class_elicitation,13,positive,negative,Michael takes a first sip from a cup of water.,water,hot,drinks,0.48012620210647583
53,11772,free_class_elicitation,14,negative,negative,Kathleen is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,objects,0.21036916971206665
53,15231,free_class_elicitation,15,negative,positive,Monica looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,alcoholic beverages,
53,7737,free_class_elicitation,16,positive,negative,William steps outside on a day in Winter.,Winter,warm,winter days,
