stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
70,strength,Daniel is painting and tries a new oil paint.,paints,oil paint,high,weak,negative,oil,oil paints,oil paints,1,1,oil paint
88,width,Anthony is standing at the bank of a stream.,waterways,stream,medium,wide,positive,stream,streams,streams,1,0,stream
72,temperature,William takes the first bite of his ice cream.,food,ice cream,low,cold,negative,ice cream,food,food,0,1,food
42,price,Simon is looking to rent a new place and checks out a villa.,rentals,villa,high,expensive,positive,villa,villas,villas,1,0,villa
16,height,Jasmine is looking at an apartment building.,buildings,apartment building,medium,short,negative,apartment building,buildings,buildings,0,1,buildings
9,hardness,William is at a vegetable market and picks up a cucumber.,vegetables,cucumber,high,hard,positive,cucumber,cucumbers,cucumbers,1,0,cucumber
88,width,Mika is standing at the bank of a creek.,waterways,creek,low,narrow,negative,creek,creeks,creeks,1,0,creek
82,weight,Tanya is walking outside and picks up a rock.,objects,rock,high,heavy,positive,rock,rocks,rocks,1,0,rock
32,loudness_n,Josh is spending his Saturday night at a concert.,venues,concert,high,noisy,positive,concert,venues,venues,0,1,venues
89,width,Kathleen is walking on a street.,roads,street,medium,wide,positive,street,streets,streets,1,0,street
49,price,Stephanie is at a liquor store and wants to buy a bottle of wine.,alcoholic drinks,bottle of wine,medium,cheap,negative,wine,wines,wines,1,0,bottle of wine
80,weight,Kim is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,heavy,positive,phone,phones,phones,1,0,cell phone
86,width,Anthony is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,dens,dens,0,1,dens
11,hardness,Angela steps onto the carpet floor of a room.,floors,carpet,low,soft,negative,carpet,carpets,carpets,1,0,carpet
23,length_duration,Michelle thinks about reading her favorite story.,readings,story,medium,long,positive,story,stories,story,1,0,story
34,loudness_n,Cameron is listening to a friend playing the harp.,instruments,harp,low,quiet,negative,harp,instruments,instruments,0,1,instruments
29,loudness,Robert is listening to a rock concert.,concerts,rock concert,high,quiet,negative,rock concert,rock music,rock concert,1,0,rock concert
68,strength,Jennifer is hearing about the hurricane that is heading towards them.,storms,hurricane,high,strong,positive,hurricane,hurricanes,hurricanes,1,0,hurricane
41,price,Julia is at a decoration shop and looks at a statue made of bronze.,statues,bronze,medium,cheap,negative,bronze,statues,statues,0,1,statues
10,hardness,Eric is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,marshmallows,marshmallows,1,0,marshmallow
41,price,Claire is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,expensive,positive,plastic,statues,statues,0,1,statues
11,hardness,Maya steps onto the wood floor of a room.,floors,wood,medium,hard,positive,wood,floors,floors,0,1,floors
2,darkness,Natalia bought a can of white paint and is testing it for the first time.,paint,white paint,high,light,positive,white,color white,color white,1,0,white paint
86,width,Alexander is in a forest and sees a fox den.,dens,fox den,medium,wide,positive,fox,fox dens,fox dens,1,1,fox den
11,hardness,Michael steps onto the tile floor of a room.,floors,tile,high,soft,negative,tile,tile floors,tile floors,1,1,tile
45,price,Stephen wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,cheap,negative,gold,gold bracelets,gold bracelets,1,1,gold
64,speed,Monica is at a friend's house and sees their pet cat come towards them.,pets,cat,medium,quick,positive,cat,cats,cats,1,0,cat
36,loudness_n,Lucas is planning to move and reads about a nearby city.,places,city,high,quiet,negative,city,cities,city,1,0,city
46,price,Charles is clothing shopping and looks at a shirt.,clothes,shirt,low,expensive,positive,shirt,shirts,shirts,1,0,shirt
62,speed_f,Gabriel sees a truck on the highway.,vehicles,truck,low,fast,positive,truck,trucks,trucks,1,0,truck
45,price,Tom wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,metal bracelets,metal bracelets,1,1,metal
38,loudness,Veronica is in a forest and hears a owl.,birds,owl,low,loud,positive,owl,owls,owls,1,0,owl
43,price,Laura is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,sneakers,sneakers,1,0,sneakers
15,height,Lee is at a zoo and looks at a monkey.,animals,monkey,medium,short,negative,monkey,monkeys,monkeys,1,0,monkey
26,length_duration,Alicia is looking at an alley on Google Maps.,roads,alley,low,short,negative,alley,alleys,alleys,1,0,alley
18,height,Gary is looking at a tulip.,flowers,tulip,medium,short,negative,tulip,tulips,tulips,1,0,tulip
40,loudness,John wants to play music and tries out a bass guitar.,guitars,bass guitar,high,quiet,negative,bass,bass guitars,bass guitars,1,1,bass guitar
87,width,Daniel is driving on a side road.,roads,side road,low,narrow,negative,side,side roads,side roads,1,1,side road
45,price,David wants to buy a bracelet and looks at one made of plastic.,bracelets,plastic,low,expensive,positive,plastic,plastic bracelets,plastic bracelets,1,1,plastic
37,loudness_n,David is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,tractors,tractors,1,0,tractor
27,length_duration,Gabriel looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,sprint,races,races,0,1,races
68,strength,Laura is hearing about the hurricane that is heading towards them.,storms,hurricane,high,weak,negative,hurricane,hurricanes,hurricanes,1,0,hurricane
85,weight,Lucas is at a grocery store and picks up a plum.,fruit,plum,low,heavy,positive,plum,plums,plums,1,0,plum
14,hardness,Kim is in her bedroom and sits on a pillow.,furniture,pillow,low,soft,negative,pillow,pillows,pillows,1,0,pillow
15,height,Mika is at a zoo and looks at a monkey.,animals,monkey,medium,tall,positive,monkey,monkeys,monkeys,1,0,monkey
65,speed,Jasmine is taking a walk with a child.,people,child,medium,quick,positive,child,children,children,1,0,child
33,loudness_n,Gary is taking a walk in a park and hears the cry of a crow.,birds,crow,medium,quiet,negative,crow,cows,crows,1,0,crow
52,size,William is at the zoo and sees a mouse.,animals,mouse,low,big,positive,mouse,mice,mouse,1,0,mouse
45,price,Monica wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,cheap,negative,gold,bracelets,bracelets,0,1,bracelets
12,hardness,Stephen picks up a mango.,fruit,mango,medium,soft,negative,mango,mangos,mangos,1,0,mango
25,length_duration,Tom thinks about watching his favorite movie.,entertainment,movie,high,long,positive,movie,movies,movies,1,0,movie
43,price,Kim is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,sneakers,sneakers,1,0,sneakers
78,weight,Jennifer is at the zoo and watches a fish being lifted.,animals,fish,low,heavy,positive,fish,fish,fish,1,0,fish
27,length_duration,John looks up information about an upcoming relay race.,races,relay race,medium,long,positive,relay,races,races,0,1,races
42,price,Stephanie is looking to rent a new place and checks out an apartment.,rentals,apartment,low,cheap,negative,apartment,apartments,apartments,1,0,apartment
84,weight,Melinda learns about the weight of a friend's new truck.,vehicles,truck,high,heavy,positive,truck,trucks,trucks,1,0,truck
57,size,Cameron is shopping at an appliances store and looks at a refrigerator.,appliances,refrigerator,high,big,positive,refrigerator,refrigerators,refrigerators,1,0,refrigerator
41,price,Sophie is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,expensive,positive,plastic,statues,statues,0,1,statues
60,speed,Michelle is at the zoo and watches an elephant move.,animals,elephant,medium,slow,negative,elephant,elephants,elephants,1,0,elephant
86,width,Kathleen is in a forest and sees a mouse den.,dens,mouse den,low,narrow,negative,mouse,dens,dens,0,1,dens
72,temperature,Tanya takes the first bite of her soup.,food,soup,high,warm,positive,soup,soup,soup,1,0,soup
84,weight,Greg learns about the weight of a friend's new bike.,vehicles,bike,low,light,negative,bike,bikes,bikes,1,0,bike
58,size,Daniel is taking a walk and sees a great dane.,dogs,great dane,high,small,negative,great dane,great danes,great danes,1,0,great dane
74,temperature,Robert steps outside on a day in summer.,seasons,summer,high,cold,negative,summer,summer days,summer days,1,0,summer
8,darkness,Alexander is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,jaguars,jaguars,1,0,jaguar
35,loudness,Lee is in a room with a teenager.,people,teenager,medium,quiet,negative,teenager,teenagers,teenagers,1,0,teenager
44,price,Anthony is shopping for spices and looks at garlic.,spices,garlic,medium,expensive,positive,garlic,garlic,garlic,1,0,garlic
16,height,David is looking at an apartment building.,buildings,apartment building,medium,short,negative,apartment building,apartment buildings,apartment buildings,1,1,apartment building
60,speed,Eric is at the zoo and watches a sloth move.,animals,sloth,low,fast,positive,sloth,sloths,sloths,1,0,sloth
60,speed,Mika is at the zoo and watches a cheetah move.,animals,cheetah,high,slow,negative,cheetah,cheetahs,cheetahhs,1,0,cheetah
26,length_duration,Robert is looking at an alley on Google Maps.,roads,alley,low,short,negative,alley,alleys,alleys,1,0,alley
63,speed_f,Stephen is travelling on his friend's new sailboat.,boats,sailboat,medium,fast,positive,sailboat,boats,boats,0,1,boats
60,speed,Simon is at the zoo and watches an elephant move.,animals,elephant,medium,fast,positive,elephant,elephants,elephants,1,0,elephant
78,weight,Tanya is at the zoo and watches an elephant being lifted.,animals,elephant,high,light,negative,elephant,elephants,elephants,1,0,elephant
66,speed_f,Josh is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,fast,positive,helicopter,helicopters,helicopters,1,0,helicopter
39,loudness_n,Gary is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,powerboats,powerboats,1,1,powerboat
83,weight,Charles is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,pieces of wool,pieces of wool,1,0,wool
55,size,Lee is at an aquarium and sees a shark.,fish,shark,high,big,positive,shark,aquatic animals/fish,aquatic animals fish,0,1,fish
46,price,Alicia is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,coats,coats,1,0,coat
54,size,Lucas is at a farmer's market and picks up a peach.,fruit,peach,medium,big,positive,peach,peaches,peaches,1,0,peach
24,length_duration,Anthony sees a friend driving a smartcar.,vehicles,smartcar,low,long,positive,smart,smartcars,smartcars,1,0,smartcar
33,loudness_n,Melinda is taking a walk in a park and hears the cry of a rooster.,birds,rooster,high,quiet,negative,rooster,roosters,roosters,1,0,rooster
55,size,Sophie is at an aquarium and sees a shark.,fish,shark,high,small,negative,shark,sharks,sharks,1,0,shark
49,price,Monica is at a liquor store and wants to buy a six-pack of beer.,alcoholic drinks,six-pack of beer,low,cheap,negative,beer,alcoholic drinks,alcoholic drinks,0,1,alcoholic drinks
51,size,Claire is at a gardening store and looks at a flower.,plants,flower,low,big,positive,flower,flowers,flowers,1,0,flower
59,speed,Stephanie is in the park and sees a jogger.,people,jogger,medium,slow,negative,jogger,joggers,joggers,1,0,jogger
84,weight,Kim learns about the weight of a friend's new bike.,vehicles,bike,low,light,negative,bike,bikes,bikes,1,0,bike
37,loudness_n,Laura is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,quiet,negative,tractor,tractors,tractors,1,0,tractor
7,darkness,Tom takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,poodles,poodles,1,0,poodle
53,size,Julia is looking in an insect terrarium and sees an ant.,insects,ant,low,big,positive,ant,ants,ants,1,0,ant
12,hardness,Michael picks up a banana.,fruit,banana,low,hard,positive,banana,bananas,bananas,1,0,banana
79,weight,Daniel lifts up a kid.,people,kid,medium,heavy,positive,kid,kids,kids,1,0,kid
8,darkness,Cameron is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,light,positive,tiger,tigers,tigers,1,0,tiger
86,width,Kim is in a forest and sees a mouse den.,dens,mouse den,low,narrow,negative,mouse,mouse dens,mouse dens,1,1,mouse den
20,height,Stephanie is walking in a botanical garden and sees a redwood tree.,trees,redwood tree,high,short,negative,redwood,redwood trees,redwood trees,1,1,redwood tree
31,loudness_n,Laura is at a friend's place and hears her pet cat.,pets,cat,medium,quiet,negative,cat,cats,cats,1,0,cat
74,temperature,Melinda steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days in winter,days winter,1,0,winter
46,price,Angela is clothing shopping and looks at a shirt.,clothes,shirt,low,cheap,negative,shirt,shirts,shirts,1,0,shirt
6,darkness,Maya is creating a flower bouquet and picks out a rose.,flowers,rose,medium,light,positive,rose,roses,roses,1,0,rose
51,size,Jasmine is at a gardening store and looks at a flower.,plants,flower,low,big,positive,flower,flowers,flowers,1,0,flower
14,hardness,Sophie is in her bedroom and sits on a pillow.,furniture,pillow,low,soft,negative,pillow,pillows,pillows,1,0,pillow
54,size,Robert is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,small,negative,watermelon,watermelons,watermelons,1,0,watermelon
42,price,Michelle is looking to rent a new place and checks out a house.,rentals,house,medium,cheap,negative,house,houses,houses,1,0,house
64,speed,Daniel is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,quick,positive,turtle,turtles,turtles,1,0,turtle
14,hardness,Eric is in his bedroom and sits on a blanket.,furniture,blanket,medium,hard,positive,blanket,blankets,blankets,1,0,blanket
73,temperature_h,Kim takes the first sip from a juice.,drinks,juice,medium,hot,positive,juice,juices,juices,1,0,juice
27,length_duration,Alexander looks up information about an upcoming relay race.,races,relay race,medium,short,negative,relay,races,races,0,1,races
37,loudness_n,Gabriel is on the sidewalk and hears a car drive by.,vehicles,car,medium,loud,positive,car,cars,cars,1,0,car
43,price,Monica is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,sandals,sandals,1,0,sandals
31,loudness_n,Julia is at a friend's place and hears her pet parrot.,pets,parrot,high,loud,positive,parrot,parrots,parrots,1,0,parrot
66,speed_f,Lee is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,slow,negative,helicopter,helicopters,helicopters,1,0,helicopter
68,strength,Veronica is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,strong,positive,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm
83,weight,Anthony is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,pieces of wool,pieces of wool,1,0,wool
11,hardness,David steps onto the carpet floor of a room.,floors,carpet,low,hard,positive,carpet,carpet floors,carpet floors,1,1,carpet
44,price,Josh is shopping for spices and looks at saffron.,spices,saffron,high,expensive,positive,saffron,spices,spices,0,1,spices
61,speed,Michael wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,quick,positive,crockpot,crockpots,crockpots,1,0,crockpot
2,darkness,Cameron bought a can of black paint and is testing it for the first time.,paint,black paint,low,dark,negative,black,paint,paint,0,1,paint
13,hardness,Kathleen is at a hardware store and picks up a piece of wood.,materials,wood,high,hard,positive,wood,wood,wood,1,0,wood
46,price,Simon is clothing shopping and looks at a suit.,clothes,suit,high,expensive,positive,suit,suits,suits,1,0,suit
13,hardness,Gary is at a hardware store and picks up a piece of wood.,materials,wood,high,soft,negative,wood,wood,wood,1,0,wood
46,price,Tom is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,coats,coats,1,0,coat
8,darkness,Jennifer is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,jaguars,jaguars,1,0,jaguar
45,price,Alicia wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets
74,temperature,William steps outside on a day in summer.,seasons,summer,high,cold,negative,summer,days in summer,days summer,1,0,summer
59,speed,Natalia is in the park and sees a runner.,people,runner,high,slow,negative,runner,runners,runners,1,0,runner
25,length_duration,Lucas thinks about watching his favorite documentary.,entertainment,documentary,medium,short,negative,documentary,documentaries,documentary,1,0,documentary
83,weight,Greg is at a craft shop and picks up a piece of silk.,materials,silk,low,heavy,positive,silk,pieces of silk,pieces of silk,1,0,silk
20,height,Stephen is walking in a botanical garden and sees a redwood tree.,trees,redwood tree,high,tall,positive,redwood,redwood trees,redwood trees,1,1,redwood tree
58,size,John is taking a walk and sees a chihuahua.,dogs,chihuahua,low,small,negative,chihuahua,chihuahas,chihuahuas,1,0,chihuahua
8,darkness,Michelle is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,dark,negative,tiger,animals,animals,0,1,animals
27,length_duration,Alexander looks up information about an upcoming relay race.,races,relay race,medium,long,positive,relay,races,races,0,1,races
28,length_duration,Julia is considering listening to her favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song
76,temperature_h,Natalia is spending her Saturday at a shopping mall.,places,shopping mall,medium,cold,negative,mall,malls,malls,1,0,shopping mall
13,hardness,Lucas is at a hardware store and picks up a piece of wood.,materials,wood,high,hard,positive,wood,wood,wood,1,0,wood
24,length_duration,Gary sees a friend driving a limousine.,vehicles,limousine,high,short,negative,limo,limousines,limousines,1,0,limousine
50,price,Charles is considering different places for dinner and looks at the menu of a Chinese restaurant.,restaurants,Chinese restaurant,low,cheap,negative,chinese,restaurants,restaurants,0,1,restaurants
53,size,Simon is looking in an insect terrarium and sees a moth.,insects,moth,medium,big,positive,moth,insects,insects,0,1,insects
75,temperature_h,Eric is in his kitchen and puts his hand in the oven.,locations,oven,high,warm,positive,oven,ovens,ovens,1,0,oven
18,height,Monica is looking at a tulip.,flowers,tulip,medium,tall,positive,tulip,tulips,tulips,1,0,tulip
28,length_duration,Cameron is considering listening to his favorite podcast episode.,audios,podcast episode,medium,long,positive,podcast episode,podcasts,podcast episode,1,0,podcast episode
54,size,Greg is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,kumquats,kumquats,1,0,kumquat
1,darkness,Laura is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,seagulls,seagulls,1,0,seagull
74,temperature,Michael steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,winter days,winter days,1,0,winter
71,strength,Kim is examining the walls of a friend's new condo.,walls,condo,medium,weak,negative,condo,walls,walls,0,1,walls
25,length_duration,Robert thinks about watching his favorite sitcom.,entertainment,sitcom,low,short,negative,sitcom,sitcoms,sitcoms,1,0,sitcom
66,speed_f,Daniel is at an airport and sees a glider in the air.,aircrafts,glider,low,slow,negative,glider,gliders,gliders,1,0,glider
85,weight,Lee is at a grocery store and picks up a orange.,fruit,orange,medium,light,negative,orange,oranges,oranges,1,0,orange
37,loudness_n,Mika is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,tractors,tractors,1,0,tractor
63,speed_f,Kim is travelling on her friend's new speedboat.,boats,speedboat,high,slow,negative,speedboat,speedboats,speedboats,1,1,speedboat
18,height,Veronica is looking at a sunflower.,flowers,sunflower,high,short,negative,sunflower,sunflowers,sunflowers,1,1,sunflower
3,darkness,Kathleen is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,cheesecakes,cheesecakes,1,1,cheesecake
70,strength,Stephanie is painting and tries a new oil paint.,paints,oil paint,high,weak,negative,oil,paints,paints,0,1,paints
35,loudness,Maya is in a room with a teenager.,people,teenager,medium,quiet,negative,teenager,teenagers,teenagers,1,0,teenager
70,strength,John is painting and tries a new oil paint.,paints,oil paint,high,strong,positive,oil,paints,paints,0,1,paints
36,loudness_n,Melinda is planning to move and reads about a nearby town.,places,town,medium,noisy,positive,town,towns,towns,1,0,town
44,price,William is shopping for spices and looks at garlic.,spices,garlic,medium,cheap,negative,garlic,garlic,garlic,1,0,garlic
34,loudness_n,Sophie is listening to a friend playing the horn.,instruments,horn,high,loud,positive,horn,instruments,instruments,0,1,instruments
51,size,Josh is at a gardening store and looks at a tree.,plants,tree,high,small,negative,tree,trees,trees,1,0,tree
45,price,David wants to buy a bracelet and looks at one made of plastic.,bracelets,plastic,low,expensive,positive,plastic,bracelets,bracelets,0,1,bracelets
4,darkness,Claire steps outside during the night.,times of day,night,low,dark,negative,night,times of day,times of day,0,1,times of day
39,loudness_n,Alicia is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,boats,boats,0,1,boats
38,loudness,Tom is in a forest and hears a woodpecker.,birds,woodpecker,medium,quiet,negative,woodpecker,birds,birds,0,1,birds
41,price,Stephen is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,cheap,negative,plastic,statues,statues,0,1,statues
89,width,Veronica is walking on a boulevard.,roads,boulevard,high,wide,positive,boulevard,boulevards,boulevards,1,0,boulevard
17,height,Melinda sees an adult.,people,adult,high,short,negative,adult,people,people,0,1,people
66,speed_f,Tanya is at an airport and sees a plane in the air.,aircrafts,plane,high,slow,negative,plane,planes,planes,1,0,plane
76,temperature_h,William is spending his Saturday at a sauna.,places,sauna,high,hot,positive,sauna,places,places,0,1,places
81,weight,Maya is helping a friend move and picks up their trash can.,furniture,trash can,low,light,negative,trash can,trash cans,trash cans,1,0,trash can
44,price,Robert is shopping for spices and looks at salt.,spices,salt,low,cheap,negative,salt,spices,spices,0,1,spices
14,hardness,Kim is in her bedroom and sits on a blanket.,furniture,blanket,medium,hard,positive,blanket,blankets,blankets,1,0,blanket
67,strength,Eric watches an adult lift up a box.,people,adult,high,weak,negative,adult,people,people,0,1,people
61,speed,Jennifer wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,cookware,cookware,0,1,cookware
50,price,Josh is considering different places for dinner and looks at the menu of a Japanese restaurant.,restaurants,Japanese restaurant,high,cheap,negative,japanese,restaurants,restaurants,0,1,restaurants
88,width,Alexander is standing at the bank of a creek.,waterways,creek,low,wide,positive,creek,creeks,creeks,1,0,creek
58,size,Laura is taking a walk and sees a chihuahua.,dogs,chihuahua,low,big,positive,chihuahua,chihuahuas,chihuahuas,1,0,chihuahua
60,speed,John is at the zoo and watches a cheetah move.,animals,cheetah,high,fast,positive,cheetah,animals,animals,0,1,animals
70,strength,Simon is painting and tries a new watercolor.,paints,watercolor,low,strong,positive,watercolor,watercolors,watercolors,1,0,watercolor
54,size,Julia is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,big,positive,watermelon,watermelons,watermelons,1,0,watermelon
75,temperature_h,Anthony is in his kitchen and puts his hand in the freezer.,locations,freezer,low,warm,positive,freezer,freezers,freezers,1,0,freezer
31,loudness_n,Michael is at a friend's place and hears his pet fish.,pets,fish,low,loud,positive,fish,fish,fish,1,0,fish
43,price,Mika is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,shoes,shoes,0,1,shoes
69,strength,Kathleen is watching a cyclist lift weights.,athletes,cyclist,medium,strong,positive,cyclist,cyclists,cyclists,1,0,cyclist
11,hardness,Sophie steps onto the tile floor of a room.,floors,tile,high,soft,negative,tile,floors,floors,0,1,floors
1,darkness,Lee is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,birds,birds,0,1,birds
36,loudness_n,Greg is planning to move and reads about a nearby town.,places,town,medium,noisy,positive,town,towns,towns,1,0,town
65,speed,Stephanie is taking a walk with an adult.,people,adult,high,slow,negative,adult,adults,adults,1,0,adult
34,loudness_n,Lucas is listening to a friend playing the guitar.,instruments,guitar,medium,quiet,negative,guitar,instruments,instruments,0,1,instruments
64,speed,Natalia is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,slow,negative,turtle,pets,pets,0,1,pets
8,darkness,Daniel is at a zoo and notices the fur color of a panther.,animals,panther,low,light,positive,panther,panthers,panthers,1,0,panther
49,price,Anthony is at a liquor store and wants to buy a six-pack of beer.,alcoholic drinks,six-pack of beer,low,cheap,negative,beer,six packs of beer,beer of beer,1,0,six-pack of beer
30,loudness_n,Michael meets a friend at a conference center.,venue,conference center,medium,quiet,negative,conference center,conference centers,conference centers,1,0,conference center
6,darkness,Charles is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,dark,negative,dahlia,dahlias,dahlias,1,0,dahlia
55,size,Monica is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,herrings,herrings,1,0,herring
14,hardness,Jennifer is in her bedroom and sits on a blanket.,furniture,blanket,medium,soft,negative,blanket,blankets,blankets,1,0,blanket
68,strength,Kim is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,weak,negative,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm
64,speed,Stephen is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,slow,negative,turtle,turtles,turtles,1,0,turtle
72,temperature,Natalia takes the first bite of her soup.,food,soup,high,cold,negative,soup,soup,soup,1,0,soup
84,weight,Alicia learns about the weight of a friend's new truck.,vehicles,truck,high,heavy,positive,truck,trucks,trucks,1,0,truck
33,loudness_n,Gary is taking a walk in a park and hears the cry of a finch.,birds,finch,low,loud,positive,finch,finchs,finchs,1,0,finch
71,strength,Claire is examining the walls of a friend's new condo.,walls,condo,medium,strong,positive,condo,walls,walls,0,1,walls
58,size,Michelle is taking a walk and sees a great dane.,dogs,great dane,high,small,negative,great dane,great danes,great danes,1,0,great dane
8,darkness,Josh is at a zoo and notices the fur color of a panther.,animals,panther,low,light,positive,panther,panters,panthers,1,0,panther
13,hardness,Greg is at a hardware store and picks up a piece of cotton.,materials,cotton,low,hard,positive,cotton,pieces of cotton,pieces of cotton,1,0,cotton
1,darkness,John is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,seagulls,seagulls,1,0,seagull
47,price,Simon is shopping for berries and looks at the price of boysenberries.,berries,boysenberries,high,cheap,negative,boysenberries,boysenberries,boysenberries,1,1,boysenberries
25,length_duration,David thinks about watching his favorite documentary.,entertainment,documentary,medium,long,positive,documentary,documentaries,documentary,1,0,documentary
19,height,Alexander sees a jockey.,people,jockey,low,short,negative,jockey,jockeys,jockeys,1,0,jockey
70,strength,Lucas is painting and tries a new wall paint.,paints,wall paint,medium,weak,negative,wall,paint,paint,0,1,paints
20,height,Sophie is walking in a botanical garden and sees an alpine tree.,trees,alpine tree,medium,tall,positive,alpine,alpine trees,alpine trees,1,1,alpine tree
89,width,Tanya is walking on a boulevard.,roads,boulevard,high,narrow,negative,boulevard,boulevards,boulevards,1,0,boulevard
31,loudness_n,Angela is at a friend's place and hears her pet cat.,pets,cat,medium,loud,positive,cat,cats,cats,1,0,cat
51,size,Veronica is at a gardening store and looks at a tree.,plants,tree,high,big,positive,tree,trees,trees,1,0,tree
3,darkness,Daniel is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,dark,negative,cheesecake,cheesecake,cheesecake,1,0,cheesecake
88,width,Maya is standing at the bank of a river.,waterways,river,high,wide,positive,river,rivers,rivers,1,0,river
67,strength,Melinda watches a teenager lift up a box.,people,teenager,medium,weak,negative,teenager,teenagers,teenagers,1,0,teenager
18,height,Gabriel is looking at a pansy.,flowers,pansy,low,short,negative,pansy,pansies,pansy,1,0,pansy
4,darkness,Lee steps outside during the dusk.,times of day,dusk,medium,light,positive,dusk,dusks,dusks,1,0,dusk
63,speed_f,Mika is travelling on her friend's new sailboat.,boats,sailboat,medium,fast,positive,sailboat,sailboats,sailboats,1,1,sailboat
44,price,Julia is shopping for spices and looks at saffron.,spices,saffron,high,expensive,positive,saffron,saffron,saffron,1,0,saffron
59,speed,Jasmine is in the park and sees a runner.,people,runner,high,fast,positive,runner,runners,runners,1,0,runner
2,darkness,William bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,black paint,black paint,1,1,black paint
32,loudness_n,Eric is spending his Saturday night at a concert.,venues,concert,high,noisy,positive,concert,concerts,concerts,1,0,concert
75,temperature_h,Stephanie is in her kitchen and puts her hand in the freezer.,locations,freezer,low,cold,negative,freezer,freezers,freezers,1,0,freezer
54,size,David is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,big,positive,watermelon,watermelons,watermelons,1,0,watermelon
32,loudness_n,Sophie is spending her Saturday night at a restaurant.,venues,restaurant,medium,noisy,positive,restaurant,restaurants,restaurants,1,0,restaurant
25,length_duration,Eric thinks about watching his favorite movie.,entertainment,movie,high,short,negative,movie,movies,movies,1,0,movie
35,loudness,Claire is in a room with an adult.,people,adult,low,quiet,negative,adult,adults,adults,1,0,adult
